EmployeeNumber,EmployeeID,FirstName,LastName,Gender,Age,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,HireDate,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,TerminationDate,BusinessTravel,DailyRate,DistanceFromHome,EmployeeCount,HourlyRate,JobInvolvement,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance
2403,EMP02403,Kenneth,Lee,Male,34,Single,Associate,Marketing,Sales,Sales Executive,1,2019-09-01,5,3,2,0,No,,Travel_Frequently,184,27,1,23,2,4,52411,57652.100000000006,9,Y,Yes,25,3,2,40,0,14,1,4
2404,EMP02404,Beverly,Velez,Female,46,Married,Master,Life Sciences,R&D,Director of R&D,5,2024-05-21,0,0,0,0,Yes,2024-11-25,Travel_Rarely,304,46,1,38,2,2,151610,166771.0,1,Y,Yes,15,3,4,40,0,1,1,3
2405,EMP02405,Nathaniel,Alvarez,Male,58,Married,Bachelor,Marketing,HR,HR Director,5,2024-11-27,0,0,0,0,No,,Non-Travel,304,15,1,38,2,2,78827,86709.70000000001,5,Y,No,22,3,4,40,0,5,3,2
2406,EMP02406,Dustin,Armstrong,Male,59,Married,Master,Technical Degree,HR,HR Director,5,2019-12-27,5,2,0,4,No,,Non-Travel,272,16,1,34,4,4,82169,90385.90000000001,4,Y,No,23,3,4,40,0,9,3,3
2407,EMP02407,Edward,Rodriguez,Male,38,Married,Master,Technical Degree,HR,HR Director,5,2017-11-02,7,1,0,5,No,,Non-Travel,328,1,1,41,2,4,86144,94758.40000000001,10,Y,No,13,3,2,40,0,17,4,3
2408,EMP02408,Nancy,Curtis,Female,49,Single,High School,Medical,R&D,Senior Researcher,2,2019-12-19,5,0,0,3,No,,Non-Travel,304,34,1,38,1,4,86236,94859.6,4,Y,No,24,2,3,40,1,9,2,3
2409,EMP02409,William,Bell,Male,51,Married,Bachelor,Medical,R&D,R&D Manager,4,2019-02-03,6,6,2,3,No,,Travel_Rarely,288,11,1,36,3,4,110716,121787.6,9,Y,Yes,15,4,3,40,0,15,5,3
2410,EMP02410,Sierra,Myers,Female,37,Single,Bachelor,Life Sciences,Sales,Sales Director,5,2019-06-17,3,2,0,0,Yes,2023-03-02,Travel_Frequently,312,20,1,39,1,4,85107,93617.70000000001,2,Y,Yes,23,3,4,40,0,5,2,3
2411,EMP02411,Amanda,Casey,Female,31,Married,Bachelor,Other,Sales,Sales Executive,1,2023-06-20,1,1,0,1,No,,Non-Travel,184,38,1,23,4,3,41079,45186.9,7,Y,No,12,2,4,40,1,8,4,4
2412,EMP02412,Felicia,Decker,Female,32,Married,Bachelor,Marketing,R&D,R&D Manager,4,2012-10-05,12,1,1,4,No,,Non-Travel,424,29,1,53,3,1,112036,123239.6,5,Y,Yes,16,3,2,40,0,17,1,2
2413,EMP02413,Cassandra,Pena,Female,43,Single,Bachelor,Marketing,R&D,R&D Manager,4,2022-11-23,2,2,1,0,No,,Non-Travel,424,31,1,53,4,4,104400,114840.00000000001,1,Y,Yes,25,3,4,40,0,3,0,4
2414,EMP02414,Maria,Thompson,Female,40,Married,Bachelor,Life Sciences,Sales,Sales Manager,3,2023-05-13,2,1,0,0,No,,Travel_Rarely,176,47,1,22,3,2,73154,80469.40000000001,8,Y,Yes,14,2,2,40,0,10,5,4
2415,EMP02415,Phillip,Warren,Male,40,Single,Associate,Life Sciences,R&D,Senior Researcher,2,2024-03-26,0,0,0,0,Yes,2024-10-28,Travel_Rarely,440,15,1,55,4,4,88957,97852.70000000001,3,Y,No,17,4,3,40,0,3,6,3
2416,EMP02416,Kristen,Woods,Female,59,Single,Associate,Medical,R&D,Senior Researcher,2,2020-11-25,4,2,2,0,No,,Non-Travel,328,44,1,41,2,1,90816,99897.6,2,Y,No,25,3,4,40,2,6,0,3
2417,EMP02417,Joseph,Johnson,Male,47,Single,Bachelor,Other,HR,HR Director,5,2022-04-22,3,1,1,3,No,,Non-Travel,296,14,1,37,3,2,75303,82833.3,9,Y,No,11,4,3,40,0,12,3,4
2418,EMP02418,Matthew,Dudley,Male,39,Single,PhD,Technical Degree,Sales,Sales Manager,3,2021-01-05,4,1,1,0,No,,Non-Travel,448,41,1,56,2,1,77536,85289.6,9,Y,Yes,25,4,4,40,0,13,2,3
2419,EMP02419,Larry,Johnson,Male,42,Single,Bachelor,Life Sciences,R&D,Director of R&D,5,2024-11-25,0,0,0,0,Yes,,Non-Travel,432,5,1,54,3,3,137030,150733.0,9,Y,No,15,3,2,40,0,9,6,4
2420,EMP02420,Amanda,Jordan,Non-Binary,58,Married,Master,Other,HR,HR Director,5,2024-05-07,0,0,0,0,Yes,2024-12-19,Travel_Frequently,416,48,1,52,4,1,93334,102667.40000000001,3,Y,Yes,16,3,3,40,0,3,0,4
2421,EMP02421,Kevin,Torres,Male,40,Single,Master,Technical Degree,R&D,Director of R&D,5,2024-10-09,0,0,0,0,No,,Non-Travel,456,34,1,57,1,3,155119,170630.90000000002,1,Y,Yes,19,3,2,40,0,1,3,3
2422,EMP02422,Cameron,Huerta,Male,41,Single,Bachelor,Other,HR,HR Manager,3,2021-07-20,3,1,0,3,No,,Non-Travel,216,43,1,27,2,2,64266,70692.6,1,Y,No,25,3,3,40,1,4,2,3
2423,EMP02423,Chad,Greer,Male,44,Single,Master,Technical Degree,Sales,Sales Director,5,2022-03-28,3,0,0,3,No,,Travel_Rarely,176,44,1,22,3,3,101271,111398.1,3,Y,Yes,22,2,2,40,2,6,2,1
2424,EMP02424,Diana,Herman,Female,58,Married,Bachelor,Marketing,R&D,Director of R&D,5,2015-12-07,9,4,3,3,No,,Non-Travel,224,4,1,28,1,4,138531,152384.1,4,Y,Yes,23,3,1,40,0,13,3,4
2425,EMP02425,Ashley,Chan,Female,32,Married,Bachelor,Other,R&D,R&D Manager,4,2018-06-10,7,5,3,2,No,,Travel_Rarely,344,41,1,43,3,4,95742,105316.20000000001,2,Y,No,18,3,3,40,0,9,4,3
2426,EMP02426,Nicole,Navarro,Female,35,Married,Associate,Life Sciences,R&D,Senior Researcher,2,2022-05-02,3,0,0,2,No,,Travel_Rarely,472,41,1,59,1,4,84175,92592.50000000001,8,Y,Yes,23,4,1,40,0,11,0,4
2427,EMP02427,Mary,Whitehead,Female,57,Single,Bachelor,Life Sciences,Sales,Sales Director,5,2024-10-25,0,0,0,0,No,,Travel_Rarely,240,22,1,30,2,1,103683,114051.3,4,Y,No,22,3,1,40,1,4,3,2
2428,EMP02428,Elizabeth,Estrada,Female,34,Married,Master,Medical,HR,HR Director,5,2024-05-18,1,0,0,1,No,,Non-Travel,432,13,1,54,4,4,72193,79412.3,10,Y,No,22,5,2,40,1,11,1,3
2429,EMP02429,Kimberly,Long,Female,55,Married,PhD,Marketing,HR,HR Director,5,2015-06-09,10,2,2,1,No,,Travel_Rarely,384,15,1,48,3,2,76174,83791.40000000001,3,Y,No,24,3,4,40,0,13,0,1
2430,EMP02430,Arthur,Gonzalez,Male,51,Single,PhD,Technical Degree,R&D,Director of R&D,5,2010-12-28,14,9,8,8,No,,Non-Travel,280,7,1,35,1,2,153146,168460.6,6,Y,No,25,3,2,40,1,20,3,2
2431,EMP02431,Ronald,Little,Male,43,Single,PhD,Marketing,Sales,Sales Director,5,2024-12-13,0,0,0,0,No,,Non-Travel,432,8,1,54,1,4,131634,144797.40000000002,10,Y,No,17,4,1,40,2,10,4,4
2432,EMP02432,Bryce,Freeman,Male,57,Married,Master,Life Sciences,Sales,Sales Director,5,2020-07-16,4,1,0,0,No,,Travel_Rarely,272,25,1,34,1,1,121508,133658.80000000002,1,Y,No,11,4,1,40,2,5,5,3
2433,EMP02433,Leslie,Hamilton,Male,44,Single,Master,Technical Degree,R&D,Director of R&D,5,2023-12-05,1,1,1,1,No,,Non-Travel,176,25,1,22,3,2,137538,151291.80000000002,1,Y,No,17,3,3,40,1,2,5,1
2434,EMP02434,William,Swanson,Male,50,Married,Bachelor,Life Sciences,R&D,Senior Researcher,2,2023-02-14,2,0,0,2,No,,Non-Travel,392,32,1,49,1,4,80918,89009.8,1,Y,No,11,5,3,40,0,3,4,3
2435,EMP02435,Sean,Thomas,Male,40,Single,High School,Technical Degree,HR,HR Manager,3,2018-04-19,7,2,0,2,No,,Non-Travel,288,49,1,36,4,1,62075,68282.5,3,Y,Yes,23,2,4,40,1,10,5,4
2436,EMP02436,Angie,Chapman,Female,46,Single,Master,Marketing,Sales,Sales Director,5,2023-05-04,2,2,2,2,No,,Non-Travel,280,15,1,35,3,1,100914,111005.40000000001,5,Y,No,24,1,2,40,1,7,5,4
2437,EMP02437,Jennifer,Scott,Female,32,Married,Master,Technical Degree,R&D,Director of R&D,5,2023-02-10,2,1,0,2,No,,Non-Travel,432,13,1,54,1,4,147448,162192.80000000002,1,Y,No,11,3,3,40,0,3,6,4
2438,EMP02438,Joshua,Warren,Male,35,Married,Associate,Life Sciences,HR,HR Manager,3,2024-11-09,0,0,0,0,No,,Non-Travel,168,4,1,21,3,1,60398,66437.8,6,Y,Yes,21,1,4,40,0,6,2,3
2439,EMP02439,Claire,Collins,Female,36,Single,Bachelor,Technical Degree,HR,HR Manager,3,2023-08-14,1,0,0,1,No,,Non-Travel,328,9,1,41,1,2,52660,57926.00000000001,10,Y,No,24,5,4,40,0,11,1,3
2440,EMP02440,Debbie,Joyce,Female,32,Married,Master,Marketing,HR,HR Director,5,2024-12-22,0,0,0,0,No,,Travel_Rarely,248,33,1,31,4,1,85024,93526.40000000001,10,Y,Yes,25,4,2,40,0,10,0,4
2441,EMP02441,Brittney,Phillips,Female,49,Married,Master,Life Sciences,Sales,Sales Director,5,2023-12-01,1,0,0,1,No,,Non-Travel,344,7,1,43,2,2,105603,116163.3,0,Y,No,15,4,1,40,0,1,0,3
2442,EMP02442,Stephanie,Hood,Female,38,Married,Bachelor,Medical,R&D,Senior Researcher,2,2024-06-20,0,0,0,0,No,,Non-Travel,384,8,1,48,2,4,70389,77427.90000000001,5,Y,No,12,3,2,40,0,5,1,1
2443,EMP02443,Lisa,Hunt,Female,46,Single,Master,Life Sciences,HR,HR Director,5,2022-06-16,2,1,0,1,No,,Non-Travel,328,8,1,41,1,3,88267,97093.70000000001,5,Y,No,22,4,1,40,2,7,1,3
2444,EMP02444,Amanda,Kim,Female,39,Married,Master,Technical Degree,R&D,R&D Manager,4,2013-04-23,12,8,0,5,No,,Non-Travel,208,32,1,26,3,2,111926,123118.6,3,Y,No,22,3,4,40,2,15,0,4
2445,EMP02445,Jonathan,Holland,Male,41,Married,Bachelor,Marketing,Sales,Sales Manager,3,2023-06-05,2,0,0,2,No,,Travel_Rarely,160,1,1,20,4,1,67666,74432.6,5,Y,No,14,3,1,40,0,7,6,3
2446,EMP02446,Frank,Galloway,Male,46,Married,Associate,Technical Degree,Sales,Sales Director,5,2019-06-20,1,1,1,1,Yes,2021-06-15,Travel_Rarely,432,49,1,54,1,1,112689,123957.90000000001,3,Y,No,12,3,1,40,0,4,0,4
2447,EMP02447,Joseph,Lynch,Male,46,Married,Master,Marketing,R&D,Director of R&D,5,2022-08-02,2,0,0,0,No,,Non-Travel,336,36,1,42,2,2,156266,171892.6,8,Y,No,23,4,4,40,3,10,3,4
2448,EMP02448,Daniel,Reed,Male,59,Single,PhD,Marketing,R&D,Director of R&D,5,2019-01-11,6,2,0,1,No,,Travel_Rarely,304,2,1,38,2,4,175852,193437.2,2,Y,No,14,3,1,40,2,8,4,3
2449,EMP02449,Robert,Hopkins,Male,32,Married,Master,Technical Degree,Sales,Sales Director,5,2024-06-07,1,1,1,1,No,,Travel_Rarely,360,19,1,45,1,3,122415,134656.5,5,Y,No,14,3,4,40,0,6,3,4
2450,EMP02450,Jason,Garza,Male,54,Married,Master,Marketing,R&D,Senior Researcher,2,2020-05-15,5,5,3,1,No,,Non-Travel,256,29,1,32,3,4,86211,94832.1,5,Y,No,14,3,3,40,0,10,0,4
2451,EMP02451,Charles,Crawford,Male,33,Married,Bachelor,Marketing,HR,HR Manager,3,2016-07-05,8,8,1,2,No,,Non-Travel,400,14,1,50,4,2,61909,68099.90000000001,4,Y,No,24,4,4,40,0,12,6,3
2452,EMP02452,Diana,Pratt,Female,35,Married,Associate,Other,R&D,Senior Researcher,2,2021-10-23,3,3,3,3,No,,Non-Travel,376,21,1,47,1,1,77732,85505.20000000001,4,Y,No,24,5,1,40,3,7,2,4
2453,EMP02453,Destiny,Austin,Female,42,Single,Master,Technical Degree,HR,HR Director,5,2022-08-20,2,2,0,2,No,,Non-Travel,360,47,1,45,1,2,72191,79410.1,7,Y,Yes,23,3,2,40,0,9,6,3
2454,EMP02454,Robert,Solis,Male,39,Married,Master,Technical Degree,Sales,Sales Director,5,2022-09-15,0,0,0,0,Yes,2023-08-02,Non-Travel,168,3,1,21,2,1,103170,113487.00000000001,3,Y,Yes,21,3,1,40,3,3,2,3
2455,EMP02455,Desiree,Reeves,Female,35,Married,Master,Technical Degree,R&D,R&D Manager,4,2013-08-11,11,10,2,7,No,,Travel_Frequently,304,34,1,38,2,1,115091,126600.1,8,Y,No,19,3,2,40,0,19,5,3
2456,EMP02456,Kevin,Jackson,Male,59,Single,Bachelor,Marketing,R&D,R&D Manager,4,2021-12-17,3,0,0,1,No,,Travel_Frequently,408,4,1,51,1,3,105389,115927.90000000001,5,Y,No,11,3,3,40,0,8,5,3
2457,EMP02457,Sarah,Hall,Female,32,Single,Bachelor,Marketing,Sales,Sales Director,5,2023-08-05,1,0,0,1,No,,Travel_Rarely,288,48,1,36,3,2,96372,106009.20000000001,7,Y,Yes,14,5,1,40,0,8,1,3
2458,EMP02458,William,Duran,Male,30,Married,High School,Marketing,HR,HR Specialist,1,2024-10-19,0,0,0,0,No,,Non-Travel,160,42,1,20,2,3,47540,52294.00000000001,1,Y,Yes,23,5,1,40,0,1,2,3
2459,EMP02459,David,Horne,Male,42,Single,Master,Other,HR,HR Director,5,2024-03-18,1,0,0,0,No,,Non-Travel,272,18,1,34,3,2,76308,83938.8,4,Y,No,17,1,3,40,3,5,6,1
2460,EMP02460,Nicholas,Baker,Male,36,Divorced,Associate,Technical Degree,Sales,Sales Director,5,2022-10-23,2,1,1,0,No,,Travel_Rarely,248,14,1,31,4,2,91214,100335.40000000001,1,Y,No,21,4,4,40,1,3,2,3
2461,EMP02461,Sara,Williams,Female,39,Married,PhD,Life Sciences,HR,HR Director,5,2022-05-19,1,0,0,1,Yes,2024-01-28,Travel_Rarely,296,38,1,37,1,1,92350,101585.00000000001,7,Y,No,18,3,2,40,1,8,2,3
2462,EMP02462,William,Gutierrez,Male,48,Married,High School,Medical,R&D,Senior Researcher,2,2019-10-11,5,5,4,5,No,,Non-Travel,272,40,1,34,2,4,90708,99778.8,4,Y,No,25,5,2,40,1,9,5,3
2463,EMP02463,Mary,Harvey,Female,44,Married,Master,Medical,Sales,Sales Director,5,2023-06-19,1,1,0,0,No,,Travel_Rarely,208,13,1,26,1,1,113919,125310.90000000001,10,Y,No,19,3,3,40,0,11,6,4
2464,EMP02464,Scott,Smith,Male,36,Married,Associate,Technical Degree,Sales,Sales Manager,3,2018-12-10,6,3,2,0,No,,Non-Travel,176,2,1,22,1,1,77009,84709.90000000001,1,Y,No,16,3,2,40,3,7,1,4
2465,EMP02465,Carla,Dean,Female,54,Married,Bachelor,Other,R&D,R&D Manager,4,2022-01-14,2,2,0,0,Yes,2024-10-09,Travel_Rarely,472,5,1,59,1,1,103323,113655.3,9,Y,No,23,3,2,40,1,11,6,1
2466,EMP02466,Jean,Smith,Female,33,Married,Bachelor,Marketing,Sales,Sales Manager,3,2011-04-13,14,10,8,13,No,,Non-Travel,472,42,1,59,1,2,57666,63432.600000000006,4,Y,No,15,4,1,40,0,18,4,2
2467,EMP02467,Connie,Collins,Female,59,Single,Master,Medical,R&D,Director of R&D,5,2023-09-09,1,0,0,1,No,,Non-Travel,192,27,1,24,2,2,151601,166761.1,1,Y,No,16,4,2,40,0,2,6,3
2468,EMP02468,Gabriela,Winters,Female,34,Married,PhD,Other,R&D,R&D Manager,4,2018-07-18,6,4,4,6,Yes,2024-11-27,Non-Travel,272,15,1,34,3,3,98179,107996.90000000001,10,Y,No,19,4,2,40,2,16,1,1
2469,EMP02469,Deborah,Coleman,Female,35,Married,High School,Technical Degree,HR,HR Manager,3,2022-06-16,2,2,0,0,No,,Non-Travel,232,30,1,29,3,1,51658,56823.8,6,Y,Yes,18,3,4,40,0,8,4,3
2470,EMP02470,Melissa,Nunez,Female,35,Divorced,PhD,Technical Degree,Sales,Sales Director,5,2021-01-28,4,3,2,4,No,,Non-Travel,248,31,1,31,2,4,98983,108881.3,4,Y,Yes,11,3,2,40,0,8,2,3
2471,EMP02471,Matthew,Smith,Male,57,Married,Associate,Marketing,R&D,R&D Manager,4,2013-03-19,12,1,1,12,No,,Non-Travel,368,17,1,46,1,2,113916,125307.6,1,Y,No,21,2,3,40,1,13,2,2
2472,EMP02472,Renee,Cruz,Female,34,Single,Associate,Life Sciences,R&D,Director of R&D,5,2024-11-07,0,0,0,0,No,,Travel_Rarely,328,2,1,41,3,1,127746,140520.6,7,Y,Yes,15,3,3,40,0,7,1,3
2473,EMP02473,Desiree,Meadows,Female,54,Married,PhD,Technical Degree,HR,HR Director,5,2023-08-06,1,0,0,1,No,,Non-Travel,376,22,1,47,3,2,91815,100996.50000000001,7,Y,No,25,3,2,40,2,8,0,2
2474,EMP02474,Justin,Delgado,Male,43,Divorced,Bachelor,Medical,HR,HR Manager,3,2022-03-13,3,0,0,1,No,,Travel_Rarely,224,7,1,28,4,2,61958,68153.8,3,Y,No,17,3,3,40,2,6,4,4
2475,EMP02475,Carlos,Murray,Male,53,Single,PhD,Medical,HR,HR Director,5,2023-06-04,2,2,0,2,No,,Non-Travel,304,10,1,38,4,4,89993,98992.3,5,Y,Yes,13,3,2,40,1,7,1,4
2476,EMP02476,David,Foster,Male,59,Married,High School,Medical,R&D,R&D Manager,4,2023-10-14,1,0,0,1,Yes,2024-11-09,Non-Travel,304,39,1,38,3,4,120296,132325.6,0,Y,No,16,4,4,40,0,1,3,2
2477,EMP02477,Anthony,Robinson,Male,42,Single,PhD,Medical,Sales,Sales Director,5,2022-08-03,2,0,0,1,No,,Non-Travel,280,36,1,35,3,3,128743,141617.30000000002,9,Y,Yes,22,2,3,40,0,11,5,4
2478,EMP02478,Jesse,Livingston,Male,58,Single,Bachelor,Technical Degree,R&D,R&D Manager,4,2022-08-03,0,0,0,0,Yes,2023-07-11,Non-Travel,216,20,1,27,2,2,117429,129171.90000000001,9,Y,No,19,3,2,40,1,9,2,4
2479,EMP02479,Matthew,Gonzales,Male,44,Married,Master,Marketing,R&D,R&D Manager,4,2017-07-07,7,2,2,2,No,,Non-Travel,464,38,1,58,2,3,124653,137118.30000000002,4,Y,No,11,3,1,40,1,11,5,3
2480,EMP02480,Anthony,Thomas,Male,54,Married,Associate,Life Sciences,R&D,Director of R&D,5,2023-12-24,1,1,1,0,No,,Travel_Rarely,432,4,1,54,2,1,146960,161656.0,0,Y,Yes,15,3,1,40,0,1,2,3
2481,EMP02481,Joseph,Fleming,Male,58,Single,Master,Technical Degree,R&D,R&D Manager,4,2023-12-12,1,1,1,0,No,,Non-Travel,368,44,1,46,3,4,133837,147220.7,1,Y,No,25,3,3,40,2,2,5,2
2482,EMP02482,Joseph,Serrano,Male,52,Married,Master,Technical Degree,R&D,Director of R&D,5,2019-07-06,5,1,0,3,No,,Non-Travel,408,47,1,51,3,2,165943,182537.30000000002,4,Y,Yes,19,4,4,40,0,9,4,2
2483,EMP02483,Theresa,Oconnor,Female,52,Married,Bachelor,Life Sciences,R&D,R&D Manager,4,2022-07-18,2,1,1,2,No,,Non-Travel,456,25,1,57,1,1,113800,125180.00000000001,5,Y,Yes,15,4,4,40,0,7,2,4
2484,EMP02484,Rebecca,Pratt,Female,53,Married,Master,Marketing,HR,HR Director,5,2024-02-06,1,0,0,0,No,,Non-Travel,416,28,1,52,3,2,88529,97381.90000000001,1,Y,No,16,5,2,40,1,2,3,3
2485,EMP02485,Lucas,Anderson,Male,47,Single,PhD,Marketing,HR,HR Director,5,2021-08-05,3,1,0,1,No,,Travel_Rarely,168,26,1,21,1,3,85895,94484.50000000001,4,Y,No,21,4,2,40,0,7,5,2
2486,EMP02486,Christine,Floyd,Female,52,Married,Bachelor,Life Sciences,R&D,R&D Manager,4,2019-11-08,4,0,0,2,Yes,2024-06-17,Travel_Frequently,432,13,1,54,1,3,95210,104731.00000000001,4,Y,Yes,16,4,3,40,1,8,2,3
2487,EMP02487,Michelle,Mills,Female,36,Married,Bachelor,Technical Degree,HR,HR Director,5,2023-02-20,0,0,0,0,Yes,2023-09-09,Non-Travel,184,31,1,23,2,3,80412,88453.20000000001,3,Y,No,15,5,3,40,0,3,4,4
2488,EMP02488,Molly,Robinson,Female,33,Married,High School,Technical Degree,R&D,Research Scientist,1,2020-02-10,5,0,0,0,No,,Travel_Rarely,168,17,1,21,4,3,46395,51034.50000000001,5,Y,No,16,3,3,40,1,10,0,3
2489,EMP02489,Melissa,Hoffman,Female,31,Married,High School,Marketing,Sales,Sales Executive,1,2022-02-18,3,3,0,1,No,,Non-Travel,344,46,1,43,3,1,44210,48631.00000000001,3,Y,No,25,3,3,40,0,6,1,3
2490,EMP02490,Richard,Hamilton,Male,57,Married,Associate,Other,R&D,Research Scientist,1,2024-10-16,0,0,0,0,Yes,,Non-Travel,216,27,1,27,3,3,67139,73852.90000000001,5,Y,No,25,2,2,40,0,5,0,4
2491,EMP02491,Patricia,Abbott,Female,37,Divorced,Associate,Marketing,R&D,Senior Researcher,2,2017-07-17,7,7,5,6,No,,Non-Travel,192,27,1,24,4,2,69074,75981.40000000001,3,Y,No,12,3,3,40,0,10,2,3
2492,EMP02492,Cody,Love,Male,36,Divorced,Bachelor,Life Sciences,HR,HR Manager,3,2012-05-19,13,7,7,5,No,,Non-Travel,368,40,1,46,1,1,50996,56095.600000000006,3,Y,No,23,4,1,40,0,16,0,3
2493,EMP02493,Laura,Shelton,Female,36,Single,Master,Life Sciences,HR,HR Director,5,2023-09-28,1,1,1,1,No,,Non-Travel,192,15,1,24,2,2,90949,100043.90000000001,4,Y,No,25,3,2,40,0,5,0,2
2494,EMP02494,Corey,Cruz,Male,42,Single,Bachelor,Marketing,Sales,Sales Manager,3,2020-01-05,5,3,0,5,No,,Travel_Rarely,336,3,1,42,2,1,69944,76938.40000000001,7,Y,Yes,25,2,1,40,0,12,3,2
2495,EMP02495,Gwendolyn,Macias,Female,35,Married,Associate,Life Sciences,R&D,Director of R&D,5,2021-10-26,3,3,3,1,No,,Non-Travel,176,7,1,22,2,2,137186,150904.6,5,Y,Yes,13,2,3,40,0,8,0,4
2496,EMP02496,Jorge,Stewart,Male,57,Divorced,Bachelor,Life Sciences,HR,HR Manager,3,2019-04-03,3,1,1,1,Yes,2023-02-22,Non-Travel,240,38,1,30,3,4,51021,56123.100000000006,10,Y,No,11,3,2,40,1,13,2,3
2497,EMP02497,Casey,Roberts,Male,39,Married,Associate,Medical,R&D,R&D Manager,4,2022-11-17,2,2,0,2,No,,Non-Travel,280,20,1,35,3,2,95315,104846.50000000001,3,Y,No,17,3,3,40,3,5,0,3
2498,EMP02498,Kimberly,Daniels,Female,49,Divorced,Bachelor,Marketing,R&D,Senior Researcher,2,2021-04-13,3,2,2,3,Yes,2024-07-01,Travel_Frequently,400,6,1,50,1,1,72229,79451.90000000001,10,Y,Yes,23,4,3,40,0,13,6,4
2499,EMP02499,Daniel,Johnson,Male,46,Single,Master,Medical,R&D,Director of R&D,5,2022-02-10,3,3,1,0,No,,Travel_Frequently,176,16,1,22,2,2,151040,166144.0,3,Y,No,23,1,3,40,1,6,3,4
2500,EMP02500,Thomas,Burnett,Male,44,Single,High School,Other,R&D,Research Scientist,1,2012-09-13,0,0,0,0,Yes,2013-09-07,Travel_Rarely,352,5,1,44,3,3,46300,50930.00000000001,7,Y,No,14,2,4,40,1,7,0,4
2501,EMP02501,Angela,Williams,Female,58,Married,Master,Life Sciences,R&D,Senior Researcher,2,2020-04-25,5,0,0,2,No,,Non-Travel,456,43,1,57,2,1,74719,82190.90000000001,6,Y,No,21,3,1,40,1,11,1,4
2502,EMP02502,Denise,Kim,Female,52,Married,Bachelor,Medical,R&D,Director of R&D,5,2020-12-22,1,0,0,0,Yes,2022-04-04,Non-Travel,312,29,1,39,2,2,148722,163594.2,8,Y,No,17,4,3,40,0,9,2,1
2503,EMP02503,Lauren,Roberts,Female,46,Single,Master,Medical,HR,HR Manager,3,2023-12-04,0,0,0,0,Yes,2024-11-12,Travel_Rarely,448,13,1,56,1,4,66459,73104.90000000001,3,Y,No,13,3,3,40,1,3,1,3
2504,EMP02504,Ashley,Osborne,Female,53,Married,Bachelor,Other,Sales,Sales Manager,3,2024-06-14,0,0,0,0,No,,Non-Travel,304,14,1,38,3,4,77031,84734.1,10,Y,No,14,4,3,40,3,10,1,4
2505,EMP02505,Stephanie,Fowler,Female,29,Divorced,Bachelor,Life Sciences,Sales,Sales Manager,3,2016-07-28,2,0,0,2,Yes,2019-07-03,Non-Travel,200,43,1,25,3,4,69402,76342.20000000001,0,Y,Yes,19,2,3,40,3,2,2,2
2506,EMP02506,William,White,Male,35,Married,PhD,Technical Degree,Sales,Sales Director,5,2014-07-10,10,6,6,6,No,,Travel_Rarely,184,4,1,23,2,4,96342,105976.20000000001,3,Y,No,15,4,2,40,2,13,6,4
2507,EMP02507,Kevin,Lucas,Male,39,Married,Associate,Medical,Sales,Sales Manager,3,2011-04-13,14,13,11,6,No,,Non-Travel,304,43,1,38,2,4,75324,82856.40000000001,8,Y,No,23,3,1,40,0,22,1,1
2508,EMP02508,Michael,Murphy,Male,34,Married,Master,Marketing,R&D,R&D Manager,4,2017-09-18,7,5,0,4,No,,Travel_Rarely,256,47,1,32,2,3,121426,133568.6,1,Y,No,12,5,1,40,0,8,4,3
2509,EMP02509,Louis,Santos,Male,41,Married,Bachelor,Medical,Sales,Sales Manager,3,2018-06-25,6,2,1,1,No,,Non-Travel,448,15,1,56,3,3,72693,79962.3,6,Y,No,18,2,3,40,0,12,6,3
2510,EMP02510,Robert,Robbins,Male,59,Married,Associate,Marketing,HR,HR Specialist,1,2019-02-25,6,1,0,6,No,,Travel_Rarely,392,3,1,49,4,3,48971,53868.100000000006,0,Y,No,15,3,2,40,0,6,4,4
2511,EMP02511,Barbara,Mcconnell,Female,59,Married,Master,Technical Degree,R&D,R&D Manager,4,2021-04-26,4,4,2,3,No,,Travel_Rarely,304,28,1,38,3,4,125167,137683.7,5,Y,Yes,14,4,1,40,0,9,0,3
2512,EMP02512,Melissa,Booth,Female,48,Divorced,High School,Medical,Sales,Sales Executive,1,2023-03-12,2,1,0,1,No,,Travel_Rarely,176,31,1,22,4,2,57197,62916.700000000004,5,Y,No,19,3,2,40,0,7,1,2
2513,EMP02513,Gerald,Robinson,Male,42,Married,PhD,Life Sciences,HR,HR Director,5,2019-03-25,6,1,0,1,No,,Non-Travel,408,31,1,51,1,3,96289,105917.90000000001,9,Y,No,15,3,3,40,0,15,2,2
2514,EMP02514,Joseph,Wong,Male,29,Married,Master,Life Sciences,Sales,Sales Manager,3,2021-10-15,3,0,0,3,No,,Travel_Rarely,208,34,1,26,1,2,64038,70441.8,4,Y,Yes,20,3,1,40,0,7,4,3
2515,EMP02515,Megan,Villegas,Female,33,Married,Associate,Marketing,Sales,Sales Manager,3,2021-02-06,4,0,0,2,No,,Non-Travel,312,27,1,39,3,4,70197,77216.70000000001,1,Y,No,25,1,4,40,1,5,2,4
